title,series,remakes,year,mpaa,runtime,language,director,firstCredit,secondCredit,imdbRating,rtRating,metaRating,action,adventure,animation,biography,comedy,crime,documentary,drama,fantasy,history,horror,music,musical,mystery,romance,scifi,sport,thriller,western
One Hundred and One Dalmatians,NA,One Hundred and One Dalmatians,1961,G,79,English,Wolfgang Reitherman,Rod Taylor,J. Pat O'Malley,0.73,0.98,0.83,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Fair Lady,NA,NA,1964,G,170,English,George Cukor,Audrey Hepburn,Rex Harrison,0.78,0.95,0.95,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
101 Dalmatians,101 Dalmatians,One Hundred and One Dalmatians,1996,G,103,English,Stephen Herek,Glenn Close,Jeff Daniels,0.57,0.41,0.49,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raging Bull,NA,NA,1980,R,129,English,Martin Scorsese,Robert De Niro,Cathy Moriarty,0.82,0.93,0.89,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Kick-Ass,Kick-Ass,NA,2010,R,117,English,Matthew Vaughn,Aaron Taylor-Johnson,Christopher Mintz-Plasse,0.76,0.76,0.66,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ava,NA,NA,2020,R,96,English,Tate Taylor,Jessica Chastain,John Malkovich,0.54,0.17,0.39,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Last Breath,NA,NA,2019,NA,90,English,Alex Parkinson,Duncan Allcock,Stuart Anderson,0.77,0.92,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Touching the Void,NA,NA,2003,R,106,English,Kevin Macdonald,Brendan Mackey,Nicholas Aaron,0.8,0.94,0.82,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Tangled,NA,NA,2010,PG,100,English,Nathan Greno,Zachary Levi,Mandy Moore,0.77,0.89,0.7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capote,NA,NA,2005,R,114,English,Bennett Miller,Philip Seymour Hoffman,Catherine Keener,0.73,0.9,0.88,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Breakfast at Tiffany's,NA,NA,1961,NA,115,English,Blake Edwards,Audrey Hepburn,George Peppard,0.76,0.89,0.76,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Bolt,NA,NA,2008,PG,96,English,Chris Williams,John Travolta,Miley Cyrus,0.68,0.89,0.67,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
War Dogs,NA,NA,2016,R,114,English,Todd Phillips,Jonah Hill,Miles Teller,0.71,0.61,0.57,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mole Agent,NA,NA,2020,NA,84,Spanish,Maite Alberdi,Sergio Chamy,Romulo Aitken,0.76,0.94,0.69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Spies in Disguise,NA,NA,2019,PG,102,English,Troy Quane,Will Smith,Tom Holland,0.68,0.76,0.54,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eat Pray Love,NA,NA,2010,PG-13,133,English,Ryan Murphy,Julia Roberts,James Franco,0.58,0.36,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Bells of St. Mary's,Going My Way,NA,1945,NA,126,English,Leo McCarey,Bing Crosby,Ingrid Bergman,0.73,0.85,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Going My Way,Going My Way,NA,1944,NA,126,English,Leo McCarey,Bing Crosby,Barry Fitzgerald,0.7,0.81,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Silence of the Lambs,Hannibal Lecter,NA,1991,R,118,English,Jonathan Demme,Jodie Foster,Anthony Hopkins,0.86,0.96,0.85,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Legend,NA,NA,2015,R,132,English,Brian Helgeland,Tom Hardy,Emily Browning,0.69,0.61,0.55,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Tinker Tailor Soldier Spy,NA,NA,2011,R,122,English,Tomas Alfredson,Gary Oldman,Colin Firth,0.71,0.83,0.85,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Lost in Translation,NA,NA,2003,R,102,English,Sofia Coppola,Bill Murray,Scarlett Johansson,0.77,0.95,0.89,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Bling Ring,NA,NA,2013,R,90,English,Sofia Coppola,Israel Broussard,Katie Chang,0.56,0.6,0.66,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The French Connection,The French Connection,NA,1971,R,104,English,William Friedkin,Gene Hackman,Fernando Rey,0.77,0.98,0.94,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Alice in Wonderland,Alice in Wonderland,Alice in Wonderland,2010,PG,108,English,Tim Burton,Mia Wasikowska,Johnny Depp,0.64,0.51,0.53,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Alice Through the Looking Glass,Alice in Wonderland,NA,2016,PG,113,English,James Bobin,Johnny Depp,Mia Wasikowska,0.62,0.29,0.34,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Alice in Wonderland,NA,Alice in Wonderland,1951,G,75,English,Clyde Geronimi,Kathryn Beaumont,Ed Wynn,0.74,0.81,0.68,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
E.T. the Extra-Terrestrial,NA,NA,1982,PG,115,English,Steven Spielberg,Dee Wallace,Henry Thomas,0.78,0.98,0.91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Rush Hour 2,Rush Hour,NA,2001,PG-13,90,English,Brett Ratner,Jackie Chan,Chris Tucker,0.66,0.51,0.48,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tenet,NA,NA,2020,PG-13,150,English,Christopher Nolan,John David Washington,Robert Pattinson,0.75,0.7,0.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Parasite,NA,NA,2019,R,132,Korean,Bong Joon Ho,Song Kang Ho,Lee Sun Kyun,0.86,0.98,0.96,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Okja,NA,NA,2017,R,120,English,Bong Joon Ho,Tilda Swinton,Paul Dano,0.73,0.86,0.75,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Snowpiercer,NA,NA,2013,R,126,English,Bong Joon Ho,Chris Evans,Song Kang Ho,0.71,0.94,0.84,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
The Drug King,NA,NA,2018,NA,139,Korean,Woo Min Ho,Song Kang Ho,Jo Jung Suk,0.62,0.8,NA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Rudy,NA,NA,1993,PG,114,English,David Anspaugh,Sean Astin,Jon Favreau,0.75,0.78,0.71,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Bee Movie,NA,NA,2007,PG,91,English,Simon J. Smith,Jerry Seinfeld,Renee Zellweger,0.61,0.5,0.54,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meru,NA,NA,2015,R,90,English,Jimmy Chin,Conrad Anker,Jimmy Chin,0.77,0.89,0.77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Shutter Island,NA,NA,2010,R,138,English,Martin Scorsese,Leonardo DiCaprio,Mark Ruffalo,0.82,0.68,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Shoplifters,NA,NA,2018,R,121,Japanese,Hirokazu Koreeda,Lily Franky,Sakura Ando,0.79,0.99,0.93,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Nomadland,NA,NA,2020,R,108,English,Chloe Zhao,Frances McDormand,David Strathairn,0.76,0.95,0.95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
In the Soup,NA,NA,1992,R,93,English,Alexandre Rockwell,Steve Buscemi,Seymour Cassel,0.72,0.92,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Flight,NA,NA,2012,R,138,English,Robert Zemeckis,Denzel Washington,Don Cheadle,0.73,0.77,0.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Apollo 13,NA,NA,1995,PG,140,English,Ron Howard,Tom Hanks,Bill Paxton,0.76,0.96,0.77,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Shape of Water,NA,NA,2017,R,123,English,Guillermo del Toro,Sally Hawkins,Michael Shannon,0.73,0.92,0.87,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Mr. Nobody,NA,NA,2009,R,141,English,Jaco Van Dormael,Jared Leto,Sarah Polley,0.78,0.68,0.63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
The Emperor's New Groove,The Emperor's New Groove,NA,2000,G,78,English,Mark Dindal,David Spade,John Goodman,0.74,0.85,0.7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beanpole,NA,NA,2019,NA,130,Russian,Kantemir Balagov,Viktoria Miroshnichenko,Vasilisa Perelygina,0.71,0.92,0.84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Moonwalkers,NA,NA,2015,R,96,English,Antoine Bardou-Jacquet,Ron Perlman,Rupert Grint,0.61,0.42,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Road to El Dorado,NA,NA,2000,PG,89,English,Bibo Bergeron,Kevin Kline,Kenneth Branagh,0.69,0.48,0.51,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gone Girl,NA,NA,2014,R,149,English,David Fincher,Ben Affleck,Rosamund Pike,0.81,0.87,0.79,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
The Italian Job,NA,The Italian Job,1969,G,99,English,Peter Collinson,Michael Caine,Noel Coward,0.73,0.83,0.7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Diamond Arm,NA,NA,1969,PG-13,100,Russian,Leonid Gaidai,Yuriy Nikulin,Andrey Mironov,0.85,0.87,NA,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Scarface,NA,Scarface,1983,R,170,English,Brian De Palma,Al Pacino,Steven Bauer,0.83,0.82,0.65,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Another Round,NA,NA,2020,NA,117,Danish,Thomas Vinterberg,Mads Mikkelsen,Thomas Bo Larsen,0.78,0.92,0.81,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2001: A Space Odyssey,2001: A Space Odyssey,NA,1968,G,149,English,Stanley Kubrick,Keir Dullea,Gary Lockwood,0.83,0.92,0.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ferdinand,NA,NA,2017,PG,108,English,Carlos Saldanha,John Cena,Kate McKinnon,0.67,0.72,0.58,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dick Johnson Is Dead,NA,NA,2020,PG-13,89,English,Kirsten Johnson,Dick Johnson,Kirsten Johnson,0.75,1,0.89,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
I Care a Lot,NA,NA,2020,R,118,English,J Blakeson,Rosamund Pike,Peter Dinklage,0.62,0.81,0.66,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Missing Link,NA,NA,2019,PG,93,English,Chris Butler,Zach Galifianakis,Hugh Jackman,0.67,0.88,0.68,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diamonds Are Forever,James Bond,NA,1971,PG,120,English,Guy Hamilton,Sean Connery,Jill St. John,0.66,0.63,0.59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
He Got Game,NA,NA,1998,R,136,English,Spike Lee,Denzel Washington,Ray Allen,0.69,0.81,0.64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Abominable,NA,NA,2019,PG,97,English,Jill Culton,Chloe Bennet,Tenzing Norgay Trainor,0.7,0.81,0.61,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hundred-Foot Journey,NA,NA,2014,PG,122,English,Lasse Hallstrom,Helen Mirren,Om Puri,0.73,0.68,0.55,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Interstellar,NA,NA,2014,PG-13,169,English,Christopher Nolan,Matthew McConaughey,Anne Hathaway,0.86,0.72,0.74,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Field of Dreams,NA,NA,1989,PG,107,English,Phil Alden Robinson,Kevin Costner,Amy Madigan,0.75,0.87,0.57,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Lolita,NA,Lolita,1962,NA,153,English,Stanley Kubrick,James Mason,Shelley Winters,0.76,0.91,0.79,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Men in Black: International,Men in Black,NA,2019,PG-13,114,English,F. Gary Gray,Chris Hemsworth,Tessa Thompson,0.56,0.23,0.38,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The United States vs. Billie Holiday,NA,NA,2021,R,130,English,Lee Daniels,Andra Day,Trevante Rhodes,0.64,0.55,0.53,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Ma Rainey's Black Bottom,NA,NA,2020,R,94,English,George C. Wolfe,Viola Davis,Chadwick Boseman,0.71,0.98,0.87,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Da 5 Bloods,NA,NA,2020,R,154,English,Spike Lee,Delroy Lindo,Jonathan Majors,0.65,0.92,0.82,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
One Night in Miami,NA,NA,2020,R,114,English,Regina King,Kingsley Ben-Adir,Eli Goree,0.72,0.98,0.83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Judas and the Black Messiah,NA,NA,2021,R,126,English,Shaka King,Daniel Kaluuya,LaKeith Stanfield,0.77,0.96,0.86,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Airplane!,Airplane!,NA,1980,PG,88,English,Jim Abrahams,Robert Hays,Julie Hagerty,0.77,0.97,0.78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sorry to Bother You,NA,NA,2018,R,112,English,Boots Reily,LaKeith Stanfield,Tessa Thompson,0.69,0.93,0.8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
The Thomas Crown Affair,NA,The Thomas Crown Affair,1968,NA,102,English,Norman Jewison,Steve McQueen,Faye Dunaway,0.7,0.77,0.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Airplane II: The Sequel,Airplane!,NA,1982,PG,85,English,Ken Finkleman,Robert Hays,Julie Hagerty,0.62,0.42,0.48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Miss Sloane,NA,NA,2016,R,132,English,John Madden,Jessica Chastain,Mark Strong,0.75,0.77,0.64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Kick-Ass 2,Kick-Ass,NA,2013,R,103,English,Jeff Wadlow,Aaron Taylor-Johnson,Christopher Mintz-Plasse,0.65,0.32,0.41,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Songs My Brothers Taught Me,NA,NA,2015,NA,98,English,Chloe Zhao,John Reddy,Jashaun St. John,0.69,0.91,0.63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Killing Them Softly,NA,NA,2012,R,97,English,Andrew Dominik,Brad Pitt,Scoot McNairy,0.62,0.71,0.64,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Training Day,NA,NA,2001,R,122,English,Antoine Fuqua,Denzel Washington,Ethan Hawke,0.77,0.73,0.69,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"Good Morning, Vietnam",NA,NA,1987,R,121,English,Barry Levinson,Robin Williams,Forest Whitaker,0.73,0.9,0.67,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bronson,NA,NA,2008,R,92,English,Nicolas Winding Refn,Tom Hardy,Kelly Adams,0.71,0.76,0.71,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Private War,NA,NA,2018,R,110,English,Matthew Heineman,Rosamund Pike,Jamie Dornan,0.67,0.88,0.75,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Beirut,NA,NA,2018,R,109,English,Brad Anderson,Jon Hamm,Rosamund Pike,0.64,0.82,0.69,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Bank Job,NA,NA,2008,R,111,English,Roger Donaldson,Jason Statham,Saffron Burrows,0.72,0.8,0.69,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
The Terminator,Terminator,NA,1984,R,107,English,James Cameron,Arnold Schwarzenegger,Michael Biehn,0.8,1,0.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Get Smart,NA,NA,2008,PG-13,110,English,Peter Segal,Steve Carell,Anne Hathaway,0.65,0.51,0.54,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trumbo,NA,NA,2015,R,124,English,Jay Roach,Bryan Cranston,Helen Mirren,0.75,0.74,0.6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Trouble with the Curve,NA,NA,2012,PG-13,111,English,Robert Lorenz,Clint Eastwood,Amy Adams,0.68,0.51,0.58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Anchorman 2: The Legend Continues,Anchorman,NA,2013,PG-13,119,English,Adam McKay,Will Ferrell,Steve Carell,0.63,0.75,0.61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The White Tiger,NA,NA,2021,R,125,English,Ramin Bahrani,Adarsh Gourav,Rajkummar Rao,0.72,0.92,0.76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Italian Job,NA,The Italian Job,2003,PG-13,111,English,F. Gary Gray,Mark Wahlberg,Charlize Theron,0.7,0.73,0.68,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Players,NA,The Italian Job,2012,NA,163,Hindi,Abbas Mustan,Vinod Khanna,Abhishek Bachchan,0.41,0.43,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Midnight Cowboy,NA,NA,1969,R,113,English,John Schlesinger,Dustin Hoffman,Jon Voight,0.78,0.88,0.79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Breathless,NA,NA,1960,NA,90,French,Jean-Luc Godard,Jean-Paul Belmondo,Jean Seberg,0.78,0.97,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Roman Holiday,NA,NA,1953,NA,118,English,William Wyler,Gregory Peck,Audrey Hepburn,0.8,0.97,0.78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Good Time,NA,NA,2017,R,102,English,Safdie Brothers,Robert Pattinson,Benny Safdie,0.74,0.92,0.8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Heaven Knows What,NA,NA,2014,R,97,English,Safdie Brothers,Arielle Holmes,Caleb Landry Jones,0.68,0.87,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Casino Royale,James Bond,NA,2006,PG-13,144,English,Martin Campbell,Daniel Craig,Eva Green,0.8,0.94,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Operation Varsity Blues: The College Admissions Scandal,NA,NA,2021,R,99,English,Chris Smith,Matthew Modine,Roger Rignack,0.71,0.86,0.71,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Austin Powers: International Man of Mystery,Austin Powers,NA,1997,PG-13,89,English,Jay Roach,Mike Myers,Elizabeth Hurley,0.7,0.71,0.51,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sicario,Sicario,NA,2015,R,121,English,Denis Villeneuve,Emily Blunt,Benicio Del Toro,0.76,0.92,0.82,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Sicario: Day of the Soldado,Sicario,NA,2018,R,122,English,Stefano Sollima,Benicio Del Toro,Josh Brolin,0.71,0.63,0.61,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Shaft,Shaft,NA,1971,R,100,English,Gordon Parks,Richard Roundtree,Moses Gunn,0.66,0.88,0.66,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Mississippi Burning,NA,NA,1988,R,128,English,Alan Parker,Gene Hackman,Willem Dafoe,0.78,0.84,0.65,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Hot Rod,NA,NA,2007,PG-13,88,English,Akiva Schaffer,Andy Samberg,Jorma Taccone,0.67,0.39,0.43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Other Guys,NA,NA,2010,PG-13,107,English,Adam McKay,Will Ferrell,Mark Wahlberg,0.67,0.78,0.64,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Office Space,NA,NA,1999,R,89,English,Mike Judge,Ron Livingston,Jennifer Aniston,0.77,0.8,0.68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vertigo,NA,NA,1958,PG,128,English,Alfred Hitchcock,James Stewart,Kim Novak,0.83,0.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Cape Fear,NA,Cape Fear,1991,R,128,English,Martin Scorsese,Robert De Niro,Nick Nolte,0.73,0.75,0.73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Cape Fear,NA,Cape Fear,1962,NA,106,English,J. Lee Thompson,Gregory Peck,Robert Mitchum,0.77,0.96,0.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
The Boondock Saints,The Boondock Saints,NA,1999,R,108,English,Troy Duffy,Willem Dafoe,Sean Patrick Flanery,0.78,0.28,0.44,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Blue Ruin,NA,NA,2013,R,90,English,Jeremy Saulnier,Macon Blair,Devin Ratray,0.71,0.96,0.78,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Mr. Brooks,NA,NA,2007,R,120,English,Bruce A. Evans,Kevin Costner,Demi Moore,0.73,0.55,0.45,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
My Cousin Vinny,NA,NA,1992,R,120,English,Jonathan Lynn,Joe Pesci,Ralph Macchio,0.76,0.86,0.68,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dog Day Afternoon,NA,NA,1975,R,125,English,Sidney Lumet,Al Pacino,John Cazale,0.8,0.96,0.86,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Legally Blonde,Legally Blonde,NA,2001,PG-13,96,English,Robert Luketic,Reese Witherspoon,Luke Wilson,0.63,0.7,0.59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Death Proof,NA,NA,2007,R,127,English,Quentin Tarantino,Kurt Russell,Zoe Bell,0.7,0.65,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cool Hand Luke,NA,NA,1967,PG,127,English,Stuart Rosenberg,Paul Newman,George Kennedy,0.81,1,0.92,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Hail, Caesar!",NA,NA,2016,PG-13,106,English,The Coen Brothers,Josh Brolin,George Clooney,0.63,0.85,0.72,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Crocodile Dundee,Crocodile Dundee,NA,1986,PG-13,97,English,Peter Faiman,Paul Hogan,Linda Kozlowski,0.66,0.88,0.62,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Napoleon Dynamite,NA,NA,2004,PG,96,English,Jared Hess,Jon Heder,Jon Gries,0.69,0.72,0.64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Trip,The Trip,NA,2010,NA,112,English,Michael Winterbottom,Steve Coogan,Rob Brydon,0.7,0.89,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chappaquiddick,NA,NA,2017,PG-13,106,English,John Curran,Jason Clarke,Kate Mara,0.64,0.81,0.67,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Bonnie and Clyde,NA,NA,1967,R,111,English,Arthur Penn,Warren Beatty,Faye Dunaway,0.78,0.88,0.86,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirited Away,NA,NA,2001,PG,125,Japanese,Hayao Miyazaki,Rumi Hiiragi,Miyu Irino,0.86,0.97,0.96,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Saving Private Ryan,NA,NA,1998,R,169,English,Steven Spielberg,Tom Hanks,Tom Sizemore,0.86,0.93,0.91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
